"countryCode","regionCode","regionName"
"DO",28,"El Seibo"
"DO",11,"Elias Pina"
"DO",6,"Duarte"
"DO",4,"Dajabon"
"DO",3,"Barahona"
"DO",2,"Baoruco"
"DO",1,"Azua"
"DO",36,"San Jose de Ocoa"
"DO",37,"Santo Domingo"
"DZ",15,"Tlemcen"
"DZ",14,"Tizi Ouzou"
"DZ",56,"Tissemsilt"
"DZ",55,"Tipaza"
"DZ",54,"Tindouf"
"DZ",13,"Tiaret"
"DZ",33,"Tebessa"
"DZ",53,"Tamanrasset"
"DZ",52,"Souk Ahras"
"DZ",31,"Skikda"
"DZ",30,"Sidi Bel Abbes"
"DZ",12,"Setif"
"DZ",10,"Saida"
"DZ",51,"Relizane"
"DZ",29,"Oum el Bouaghi"
"DZ",50,"Ouargla"
"DZ",9,"Oran"
"DZ",49,"Naama"
"DZ",27,"M'Sila"
"DZ",7,"Mostaganem"
"DZ",48,"Mila"
"DZ",6,"Medea"
"DZ",26,"Mascara"
"DZ",25,"Laghouat"
"DZ",47,"Khenchela"
"DZ",24,"Jijel"
"DZ",46,"Illizi"
"DZ",23,"Guelma"
"DZ",45,"Ghardaia"
"DZ",44,"El Tarf"
"DZ",43,"El Oued"
"DZ",42,"El Bayadh"
"DZ",22,"Djelfa"
"DZ",4,"Constantine"
"DZ",41,"Chlef"
"DZ",40,"Boumerdes"
"DZ",21,"Bouira"
"DZ",39,"Bordj Bou Arreridj"
"DZ",20,"Blida"
"DZ",19,"Biskra"
"DZ",18,"Bejaia"
"DZ",38,"Bechar"
"DZ",3,"Batna"
"DZ",37,"Annaba"
"DZ",1,"Algiers"
"DZ",36,"Ain Temouchent"
"DZ",35,"Ain Defla"
"DZ",34,"Adrar"
"EC",20,"Zamora-Chinchipe"
"EC",19,"Tungurahua"
"EC",18,"Pichincha"
"EC",17,"Pastaza"
"EC",23,"Napo"
"EC",15,"Morona-Santiago"
"EC",14,"Manabi"
"EC",13,"Los Rios"
"EC",12,"Loja"
"EC",11,"Imbabura"
"EC",10,"Guayas"
"EC",1,"Galapagos"
"EC",9,"Esmeraldas"
"EC",8,"El Oro"
"EC",7,"Cotopaxi"
"EC",6,"Chimborazo"
"EC",5,"Carchi"
"EC",4,"Canar"
"EC",3,"Bolivar"
"EC",2,"Azuay"
"EC",22,"Sucumbios"
"EC",24,"Orellana"
"EC",26,"Santo Domingo de los Tsachilas"
"EC",25,"Santa Elena"
"EE",21,"Vorumaa"
"EE",20,"Viljandimaa"
"EE",19,"Valgamaa"
"EE",18,"Tartu"
"EE",14,"Saare"
"EE",13,"Raplamaa"
"EE",12,"Polvamaa"
"EE",11,"Paernumaa"
"EE",8,"Laeaene-Virumaa"
"EE",7,"Laeaene"
"EE",5,"Jogevamaa"
"EE",4,"Jaervamaa"
"EE",3,"Ida-Virumaa"
"EE",2,"Hiiumaa"
"EE",1,"Harjumaa"
"EG",24,"Sohag"
"EG",27,"North Sinai"
"EG",23,"Qena"
"EG",22,"Matruh"
"EG",21,"Kafr el-Sheikh"
"EG",26,"South Sinai"
"EG",20,"Damietta"
"EG",19,"Port Said"
"EG",18,"Beni Suweif"
"EG",17,"Asyut"
"EG",16,"Aswan"
"EG",15,"Suez"
"EG",14,"Sharqia"
"EG",13,"New Valley"
"EG",12,"Qalyubia"
"EG",11,"Cairo"
"EG",10,"Minya"
"EG",9,"Monufia"
"EG",8,"Giza"
"EG",7,"Ismailia"
"EG",6,"Alexandria"
"EG",5,"Gharbia"
"EG",4,"Faiyum"
"EG",3,"Beheira"
"EG",2,"Red Sea"
"EG",1,"Dakahlia"
"EG",28,"Luxor"
"ER",1,"Anseba"
"ER",2,"Debub"
"ER",3,"Southern Red Sea"
"ER",4,"Gash-Barka"
"ER",5,"Maekel"
"ER",6,"Northern Red Sea"
"ES",31,"Murcia"
"ES","CE","Ceuta"
"ES",7,"Balearic Islands"
"ES",51,"Andalusia"
"ES",53,"Canary Islands"
"ES",54,"Castille-La Mancha"
"ES",57,"Extremadura"
"ES",60,"Valencia"
"ES",34,"Asturias"
"ES",32,"Navarre"
"ES",29,"Madrid"
"ES",27,"La Rioja"
"ES",39,"Cantabria"
"ES",52,"Aragon"
"ES",55,"Castille and Leon"
"ES",56,"Catalonia"
"ES",58,"Galicia"
"ES",59,"Basque Country"
"ES","ML","Melilla"
"ET",44,"Addis Ababa"
"ET",45,"Afar"
"ET",46,"Amhara"
"ET",47,"Binshangul Gumuz"
"ET",48,"Dire Dawa"
"ET",49,"Gambela"
"ET",50,"Harari"
"ET",51,"Oromiya"
"ET",52,"Somali"
"ET",53,"Tigray"
"ET",54,"SNNPR"
"FI",19,"Lapland"
"FI",18,"Kainuu"
"FI",17,"Northern Ostrobothnia"
"FI",16,"Central Ostrobothnia"
"FI",15,"Ostrobothnia"
"FI",14,"Southern Ostrobothnia"
"FI",13,"Central Finland"
"FI",12,"North Karelia"
"FI",11,"Northern Savo"
"FI",10,"Southern Savonia"
"FI",9,"South Karelia"
"FI",8,"Kymenlaakso"
"FI",6,"Pirkanmaa"
"FI",5,"Tavastia Proper"
"FI",2,"Finland Proper"
"FI",1,"Uusimaa"
"FI",7,"Paijanne Tavastia"
"FI",4,"Satakunta"
"FJ",5,"Western"
"FJ",3,"Northern"
"FJ",1,"Central"
"FJ",2,"Eastern"
"FJ",4,"Rotuma"
"FM",4,"Yap"
"FM",2,"Pohnpei"
"FM",1,"Kosrae"
"FM",3,"Chuuk"
"FO","VG","Vagar"
"FO","SU","Suduroy"
"FO","ST","Streymoy"
"FO","SA","Sandoy"
"FO","NO","Nordoyar"
"FO","OS","Eysturoy"
"FR",93,"Provence-Alpes-Cote d'Azur"
"FR",52,"Pays de la Loire"
"FR",11,"Ile-de-France"
"FR",94,"Corsica"
"FR",24,"Centre"
"FR",53,"Brittany"
"FR",27,"Bourgogne-Franche-Comte"
"FR",75,"Nouvelle-Aquitaine"
"FR",28,"Normandy"
"FR",44,"Grand Est"
"FR",76,"Occitanie"
"FR",32,"Hauts-de-France"
"FR",84,"Auvergne-Rhone-Alpes"
"GA",9,"Woleu-Ntem"
"GA",8,"Ogooue-Maritime"
"GA",7,"Ogooue-Lolo"
"GA",6,"Ogooue-Ivindo"
"GA",5,"Nyanga"
"GA",4,"Ngouni"
"GA",3,"Moyen-Ogooue"
"GA",2,"Haut-Ogooue"
"GA",1,"Estuaire"
"GB","WLS","Wales"
"GB","SCT","Scotland"
"GB","NIR","Northern Ireland"
"GB","ENG","England"
"GD",6,"Saint Patrick"
"GD",5,"Saint Mark"
"GD",4,"Saint John"
"GD",3,"Saint George"
"GD",2,"Saint David"
"GD",1,"Saint Andrew"
"GD",10,"Carriacou and Petite Martinique"
"GE",51,"T'bilisi"
"GE",4,"Ajaria"
"GE",68,"Kvemo Kartli"
"GE",67,"Kakheti"
"GE",65,"Guria"
"GE",66,"Imereti"
"GE",73,"Shida Kartli"
"GE",69,"Mtskheta-Mtianeti"
"GE",70,"Racha-Lechkhumi and Kvemo Svaneti"
"GE",71,"Samegrelo and Zemo Svaneti"
"GE",72,"Samtskhe-Javakheti"
"GE",2,"Abkhazia"
"GF","GF","Guyane"
"GG",6417213,"St Pierre du Bois"
"GG",6417214,"Torteval"
"GG",6417215,"Saint Saviour"
"GG",6417223,"Forest"
"GG",6417224,"St Martin"
"GG",6417226,"Saint Andrew"
"GG",6417228,"St Peter Port"
"GG",6417229,"Castel"
"GG",6417230,"Vale"
"GG",6417233,"St Sampson"
"GG",8989934,"Alderney"
"GH",9,"Western"
"GH",8,"Volta"
"GH",11,"Upper West"
"GH",10,"Upper East"
"GH",6,"Northern"
"GH",1,"Greater Accra"
"GH",5,"Eastern"
"GH",4,"Central"
"GH",3,"Brong-Ahafo"
"GH",2,"Ashanti"
"GL",4,"Kujalleq"
"GL",6,"Qeqqata"
"GL",7,"Sermersooq"
"GL",11839534,"Qeqertalik"
"GL",11839537,"Avannaata"
"GM",5,"Western"
"GM",4,"Upper River"
"GM",7,"North Bank"
"GM",3,"Central River"
"GM",2,"Lower River"
"GM",1,"Banjul"
"GN",4,"Conakry"
"GN","B","Boke"
"GN","F","Faranah"
"GN","K","Kankan"
"GN","D","Kindia"
"GN","L","Labe"
"GN","M","Mamou"
"GN","N","Nzerekore"
"GP","GP","Guadeloupe"
"GQ",3,"Annobon"
"GQ",4,"Bioko Norte"
"GQ",5,"Bioko Sur"
"GQ",6,"Centro Sur"
"GQ",7,"Kie-Ntem"
"GQ",8,"Litoral"
"GQ",9,"Wele-Nzas"
"GR",736572,"Mount Athos"
"GR","ESYE31","Attica"
"GR","ESYE24","Central Greece"
"GR","ESYE12","Central Macedonia"
"GR","ESYE43","Crete"
"GR","ESYE11","East Macedonia and Thrace"
"GR","ESYE21","Epirus"
"GR","ESYE22","Ionian Islands"
"GR","ESYE41","North Aegean"
"GR","ESYE25","Peloponnese"
"GR","ESYE42","South Aegean"
"GR","ESYE14","Thessaly"
"GR","ESYE23","West Greece"
"GR","ESYE13","West Macedonia"
"GT",22,"Zacapa"
"GT",21,"Totonicapan"
"GT",20,"Suchitepeque"
"GT",19,"Solola"
"GT",18,"Santa Rosa"
"GT",17,"San Marcos"
"GT",16,"Sacatepequez"
"GT",15,"Retalhuleu"
"GT",14,"Quiche"
"GT",13,"Quetzaltenango"
"GT",12,"Peten"
"GT",11,"Jutiapa"
"GT",10,"Jalapa"
"GT",9,"Izabal"
"GT",8,"Huehuetenango"
"GT",7,"Guatemala"
"GT",6,"Escuintla"
"GT",5,"El Progreso"
"GT",4,"Chiquimula"
"GT",3,"Chimaltenango"
"GT",2,"Baja Verapaz"
"GT",1,"Alta Verapaz"
"GU","PI","Piti"
"GU","SR","Santa Rita"
"GU","SJ","Sinajana"
"GU","TF","Talofofo"
"GU","TM","Tamuning"
"GU","UM","Umatac"
"GU","YG","Yigo"
"GU","YN","Yona"
"GU","ME","Merizo"
"GU","MA","Mangilao"
"GU","AH","Agana Heights"
"GU","CP","Chalan Pago-Ordot"
"GU","AS","Asan"
"GU","AT","Agat"
"GU","DD","Dededo"
"GU","BA","Barrigada"
"GU","AN","Hagatna"
"GU","IN","Inarajan"
"GU","MT","Mongmong-Toto-Maite"
"GW",7,"Tombali"
"GW",2,"Quinara"
"GW",4,"Oio"
"GW",10,"Gabu"
"GW",6,"Cacheu"
"GW",5,"Bolama and Bijagos"
"GW",11,"Bissau"
"GW",12,"Biombo"
"GW",1,"Bafata"
"GY",19,"Upper Takutu-Upper Essequibo"
"GY",18,"Upper Demerara-Berbice"
"GY",17,"Potaro-Siparuni"
"GY",16,"Pomeroon-Supenaam"
"GY",15,"Mahaica-Berbice"
"GY",14,"Essequibo Islands-West Demerara"
"GY",13,"East Berbice-Corentyne"
"GY",12,"Demerara-Mahaica"
"GY",11,"Cuyuni-Mazaruni"
"GY",10,"Barima-Waini"
"HK","NYL","Yuen Long"
"HK","NTW","Tsuen Wan"
"HK","NTP","Tai Po"
"HK","NSK","Sai Kung"
"HK","NIS","Islands"
"HK","HCW","Central and Western"
"HK","HWC","Wanchai"
"HK","HEA","Eastern"
"HK","HSO","Southern"
"HK","KYT","Yau Tsim Mong"
"HK","KSS","Sham Shui Po"
"HK","KKC","Kowloon City"
"HK","KWT","Wong Tai Sin"
"HK","KKT","Kwun Tong"
"HK","NKT","Kwai Tsing"
"HK","NTM","Tuen Mun"
"HK","NNO","North"
"HK","NST","Sha Tin"
"HN",18,"Yoro"
"HN",17,"Valle"
"HN",16,"Santa Barbara"
"HN",15,"Olancho"
"HN",14,"Ocotepeque"
"HN",13,"Lempira"
"HN",12,"La Paz"
"HN",11,"Bay Islands"
"HN",10,"Intibuca"
"HN",9,"Gracias a Dios"
"HN",8,"Francisco Morazan"
"HN",7,"El Paraiso"
"HN",6,"Cortes"
"HN",5,"Copan"
"HN",4,"Comayagua"
"HN",3,"Colon"
"HN",2,"Choluteca"
"HN",1,"Atlantida"
"HR",1,"Bjelovarsko-Bilogorska"
"HR",2,"Slavonski Brod-Posavina"
"HR",3,"Dubrovacko-Neretvanska"
"HR",4,"Istria"
"HR",5,"Karlovacka"
"HR",6,"Koprivnicko-Krizevacka"
"HR",7,"Krapinsko-Zagorska"
"HR",8,"Licko-Senjska"
"HR",9,"Medimurska"
"HR",10,"Osjecko-Baranjska"
"HR",11,"Pozesko-Slavonska"
"HR",12,"Primorsko-Goranska"
"HR",13,"Sibensko-Kniniska"
"HR",14,"Sisacko-Moslavacka"
"HR",15,"Split-Dalmatia"
"HR",16,"Varazdinska"
"HR",18,"Vukovar-Sirmium"
"HR",19,"Zadarska"
"HR",20,"Zagrebacka"
"HR",21,"City of Zagreb"
"HR",17,"Virovitick-Podravska"
"HT",13,"Sud-Est"
"HT",12,"Sud"
"HT",11,"Ouest"
"HT",3,"Nord-Ouest"
"HT",10,"Nord-Est"
"HT",9,"Nord"
"HT",14,"Grandans"
"HT",7,"Centre"
"HT",6,"Artibonite"
"HT",15,"Nippes"
"HU",18,"Szabolcs-Szatmar-Bereg"
"HU",20,"Jasz-Nagykun-Szolnok"
"HU",11,"Heves"
"HU",10,"Hajdu-Bihar"
"HU",6,"Csongrad"
"HU",4,"Borsod-Abauj-Zemplen"
"HU",3,"Bekes"
"HU",24,"Zala"
"HU",23,"Veszprem"
"HU",22,"Vas"
"HU",21,"Tolna"
"HU",17,"Somogy"
"HU",16,"Pest"
"HU",14,"Nograd"
"HU",12,"Komarom-Esztergom"
"HU",9,"Gyor-Moson-Sopron"
"HU",8,"Fejer"
"HU",5,"Budapest"
"HU",2,"Baranya"
"HU",1,"Bacs-Kiskun"
"ID",26,"North Sumatra"
"ID",1,"Aceh"
"ID",10,"Yogyakarta"
"ID",32,"South Sumatra"
"ID",24,"West Sumatra"
"ID",31,"North Sulawesi"
"ID",22,"Southeast Sulawesi"
"ID",21,"Central Sulawesi"
"ID",38,"South Sulawesi"
"ID",37,"Riau"
"ID",18,"East Nusa Tenggara"
"ID",17,"West Nusa Tenggara"
"ID",28,"Maluku"
"ID",15,"Lampung"
"ID",14,"East Kalimantan"
"ID",13,"Central Kalimantan"
"ID",12,"South Kalimantan"
"ID",11,"West Kalimantan"
"ID",8,"East Java"
"ID",7,"Central Java"
"ID",30,"West Java"
"ID",5,"Jambi"
"ID",4,"Jakarta"
"ID",36,"Papua"
"ID",3,"Bengkulu"
"ID",2,"Bali"
"ID",33,"Banten"
"ID",34,"Gorontalo"
"ID",35,"Bangka-Belitung Islands"
"ID",29,"North Maluku"
"ID",39,"West Papua"
"ID",41,"West Sulawesi"
"ID",40,"Riau Islands"
"ID",42,"North Kalimantan"
"IE","C","Connaught"
"IE","L","Leinster"
"IE","M","Munster"
"IE","U","Ulster"
"IL",6,"Jerusalem"
"IL",5,"Tel Aviv"
"IL",4,"Haifa"
"IL",3,"Northern District"
"IL",2,"Central District"
"IL",1,"Southern District"
"IL","WE","Judea and Samaria Area"
"IM",9782164,"Andreas"
"IM",9782165,"Arbory"
"IM",9782166,"Ballaugh"
"IM",9782167,"Braddan"
"IM",9782168,"Bride"
"IM",9782169,"Castletown"
"IM",9782170,"Douglas"
"IM",9782171,"German"
"IM",9782172,"Jurby"
"IM",9782173,"Laxey"
"IM",9782176,"Lezayre"
"IM",9782180,"Lonan"
"IM",9782182,"Malew"
"IM",9782183,"Marown"
"IM",9782184,"Maughold"
"IM",9782185,"Michael"
"IM",9782186,"Onchan"
"IM",9782187,"Patrick"
"IM",9782188,"Peel"
"IM",9782189,"Port Erin"
"IM",9782190,"Port St Mary"
"IM",9782191,"Ramsey"
"IM",9782192,"Rushen"
"IM",9782193,"Santon"
"IN",28,"West Bengal"
"IN",36,"Uttar Pradesh"
"IN",26,"Tripura"
"IN",40,"Telangana"
"IN",25,"Tamil Nadu"
"IN",29,"Sikkim"
"IN",24,"Rajasthan"
"IN",23,"Punjab"
"IN",22,"Puducherry"
"IN",21,"Odisha"
"IN",20,"Nagaland"
"IN",31,"Mizoram"
"IN",18,"Meghalaya"
"IN",17,"Manipur"
"IN",16,"Maharashtra"
"IN",35,"Madhya Pradesh"
"IN",14,"Laccadives"
"IN",13,"Kerala"
"IN",19,"Karnataka"
"IN",12,"Jammu and Kashmir"
"IN",11,"Himachal Pradesh"
"IN",10,"Haryana"
"IN",9,"Gujarat"
"IN",32,"Daman and Diu"
"IN",33,"Goa"
"IN",7,"NCT"
"IN",6,"Dadra and Nagar Haveli"
"IN",5,"Chandigarh"
"IN",34,"Bihar"
"IN",3,"Assam"
"IN",30,"Arunachal Pradesh"
"IN",2,"Andhra Pradesh"
"IN",1,"Andaman and Nicobar"
"IN",37,"Chhattisgarh"
"IN",38,"Jharkhand"
"IN",39,"Uttarakhand"
"IQ",2,"Basra"
"IQ",16,"Wasit"
"IQ",18,"Salah ad Din"
"IQ",15,"Nineveh"
"IQ",14,"Maysan"
"IQ",12,"Muhafazat Karbala'"
"IQ",11,"Arbil"
"IQ",10,"Diyala"
"IQ",9,"Dhi Qar"
"IQ",8,"Dahuk"
"IQ",7,"Baghdad"
"IQ",6,"Babil"
"IQ",13,"Kirkuk"
"IQ",5,"As Sulaymaniyah"
"IQ",17,"An Najaf"
"IQ",4,"Al Qadisiyah"
"IQ",3,"Al Muthanna"
"IQ",1,"Anbar"
"IR",26,"Tehran"
"IR",36,"Zanjan"
"IR",40,"Yazd"
"IR",25,"Semnan"
"IR",35,"Mazandaran"
"IR",34,"Markazi"
"IR",23,"Lorestan"
"IR",16,"Kordestan"
"IR",5,"Kohgiluyeh va Buyer Ahmad"
"IR",15,"Khuzestan"
"IR",13,"Kermanshah"
"IR",29,"Kerman"
"IR",10,"Ilam"
"IR",11,"Hormozgan"
"IR",9,"Hamadan"
"IR",8,"Gilan"
"IR",7,"Fars"
"IR",3,"Chaharmahal and Bakhtiari"
"IR",22,"Bushehr"
"IR",33,"East Azerbaijan"
"IR",1,"Azarbayjan-e Gharbi"
"IR",32,"Ardabil"
"IR",28,"Isfahan"
"IR",37,"Golestan"
"IR",38,"Qazvin"
"IR",39,"Qom"
"IR",4,"Sistan and Baluchestan"
"IR",41,"Khorasan-e Jonubi"
"IR",42,"Razavi Khorasan"
"IR",43,"Khorasan-e Shomali"
"IR",44,"Alborz"
"IS",41,"Northwest"
"IS",40,"Northeast"
"IS",38,"East"
"IS",42,"South"
"IS",39,"Capital Region"
"IS",43,"Southern Peninsula"
"IS",45,"West"
"IS",44,"Westfjords"
"IT",15,"Sicily"
"IT",14,"Sardinia"
"IT",3,"Calabria"
"IT",20,"Veneto"
"IT",19,"Aosta Valley"
"IT",18,"Umbria"
"IT",17,"Trentino-Alto Adige"
"IT",16,"Tuscany"
"IT",13,"Apulia"
"IT",12,"Piedmont"
"IT",11,"Molise"
"IT",10,"The Marches"
"IT",9,"Lombardy"
"IT",8,"Liguria"
"IT",7,"Latium"
"IT",6,"Friuli Venezia Giulia"
"IT",5,"Emilia-Romagna"
"IT",4,"Campania"
"IT",2,"Basilicate"
"IT",1,"Abruzzo"
"JE",3237072,"St Clement"
"JE",3237073,"St Saviour"
"JE",3237200,"St. Brelade"
"JE",3237203,"Grouville"
"JE",3237212,"St Mary"
"JE",3237214,"St Lawrence"
"JE",3237221,"St Peter"
"JE",3237229,"St Ouen"
"JE",3237497,"St John"
"JE",3237530,"Trinity"
"JE",3237716,"St Martin"
"JE",3237864,"St Helier"
"JM",16,"Westmoreland"
"JM",15,"Trelawny"
"JM",14,"St. Thomas"
"JM",13,"St. Mary"
"JM",12,"St. James"
"JM",11,"St. Elizabeth"
"JM",10,"Saint Catherine"
"JM",9,"St Ann"
"JM",8,"St. Andrew"
"JM",7,"Portland"
"JM",4,"Manchester"
"JM",17,"Kingston"
"JM",2,"Hanover"
"JM",1,"Clarendon"
"JO",19,"Ma'an"
"JO",18,"Irbid"
"JO",17,"Zarqa"
"JO",12,"Tafielah"
"JO",16,"Amman"
"JO",15,"Mafraq"
"JO",9,"Karak"
"JO",2,"Balqa"
"JO",20,"Ajlun"
"JO",22,"Jerash"
"JO",21,"Aqaba"
"JO",23,"Madaba"
"JP",46,"Yamanashi"
"JP",45,"Yamaguchi"
"JP",43,"Wakayama"
"JP",42,"Toyama"
"JP",41,"Tottori"
"JP",40,"Tokyo"
"JP",39,"Tokushima"
"JP",38,"Tochigi"
"JP",37,"Shizuoka"
"JP",36,"Shimane"
"JP",35,"Shiga"
"JP",34,"Saitama"
"JP",33,"Saga"
"JP",32,"Osaka"
"JP",47,"Okinawa"
"JP",31,"Okayama"
"JP",30,"Oita"
"JP",29,"Niigata"
"JP",28,"Nara"
"JP",27,"Nagasaki"
"JP",26,"Nagano"
"JP",25,"Miyazaki"
"JP",23,"Mie"
"JP",22,"Kyoto"
"JP",21,"Kumamoto"
"JP",20,"Kochi"
"JP",19,"Kanagawa"
"JP",18,"Kagoshima"
"JP",17,"Kagawa"
"JP",15,"Ishikawa"
"JP",13,"Hyogo"
"JP",11,"Hiroshima"
"JP",10,"Gunma"
"JP",9,"Gifu"
"JP",7,"Fukuoka"
"JP",6,"Fukui"
"JP",5,"Ehime"
"JP",1,"Aichi"
"JP",44,"Yamagata"
"JP",24,"Miyagi"
"JP",16,"Iwate"
"JP",14,"Ibaraki"
"JP",8,"Fukushima"
"JP",4,"Chiba"
"JP",2,"Akita"
"JP",12,"Hokkaido"
"JP",3,"Aomori"
"KE",55,"West Pokot"
"KE",54,"Wajir"
"KE",52,"Uasin Gishu"
"KE",51,"Turkana"
"KE",50,"Trans Nzoia"
"KE",49,"Tharaka District"
"KE",48,"Tana River"
"KE",46,"Siaya"
"KE",45,"Samburu"
"KE",5,"Nairobi Area"
"KE",38,"Murang'a District"
"KE",37,"Mombasa"
"KE",35,"Meru"
"KE",34,"Marsabit"
"KE",33,"Mandera"
"KE",29,"Laikipia"
"KE",28,"Kwale"
"KE",27,"Kitui"
"KE",26,"Kisumu"
"KE",25,"Kisii"
"KE",24,"Kirinyaga"
"KE",23,"Kilifi"
"KE",22,"Kiambu"
"KE",21,"Kericho"
"KE",20,"Kakamega"
"KE",18,"Isiolo"
"KE",16,"Garissa"
"KE",15,"Embu"
"KE",13,"Busia"
"KE",12,"Bungoma"
"KE",10,"Baringo"
"KE",43,"Nyandarua"
"KE",53,"Vihiga"
"KE",30,"Lamu"
"KE",31,"Machakos"
"KE",32,"Makueni"
"KE",14,"Marakwet District"
"KE",47,"Taita Taveta"
"KE",19,"Kajiado"
"KE",44,"Nyeri"
"KE",17,"Homa Bay"
"KE",11,"Bomet"
"KE",36,"Migori"
"KE",39,"Nakuru"
"KE",41,"Narok"
"KE",42,"Nyamira District"
"KE",40,"Nandi"
"KG",8,"Osh"
"KG",9,"Batken"
"KG",6,"Talas"
"KG",4,"Naryn"
"KG",7,"Issyk-Kul"
"KG",1,"Bishkek"
"KG",3,"Jalal-Abad"
"KG",2,"Chuy"
"KG",10,"Osh City"
"KH",12,"Pursat"
"KH",29,"Battambang"
"KH",19,"Takeo"
"KH",18,"Svay Rieng"
"KH",17,"Stung Treng"
"KH",27,"Otar Meanchey"
"KH",24,"Siem Reap"
"KH",23,"Ratanakiri"
"KH",14,"Prey Veng"
"KH",13,"Preah Vihear"
"KH",22,"Phnom Penh"
"KH",30,"Pailin"
"KH",10,"Mondolkiri"
"KH",9,"Kratie"
"KH",26,"Kep"
"KH",8,"Koh Kong"
"KH",7,"Kandal"
"KH",21,"Kampot"
